ngram,COMP,NEG,NEUT,POS
의/JKG 책임자/NNG,0,0,0,1
의/JKG 책임자/NNG 들/XSN,0,0,0,1
의/JKG 최고/NNG,0,0,0,1
의/JKG 최고/NNG 배우/NNG,0,0,0,1
의/JKG 특성/NNG,0,0,0,1
의/JKG 편리/NNG,0,0,0,1
의/JKG 편리/NNG 하/XSA,0,0,0,1
의/JKG 편안/NNG,1,0,0,0
의/JKG 편안/NNG 하/XSA,1,0,0,0
의/JKG 표상/NNG,0,0,0,1
의/JKG 표상/NNG 이/VCP,0,0,0,1
의/JKG 풍성/XR,0,0,0,1
의/JKG 풍성/XR 하/XSA,0,0,0,1
의/JKG 피/NNG,0,0,0,1
의/JKG 피/NNG 를/JKO,0,0,0,1
의/JKG 필기/NNG,0,1,0,0
의/JKG 필기/NNG 시험/NNG,0,1,0,0
의/JKG 한가/XR,0,0,0,1
의/JKG 한가/XR 롭/XSA,0,0,0,1
의/JKG 한계/NNG,0,1,0,0
의/JKG 한계/NNG 를/JKO,0,1,0,0
의/JKG 행사/NNG,0,0,0,1
의/JKG 행사/NNG 이/VCP,0,0,0,1
의/JKG 현실/NNG,0,0,0,1
의/JKG 현실/NNG 성/XSN,0,0,0,1
의/JKG 현재/NNG,0,0,0,1
의/JKG 현재/NNG 성/XSN,0,0,0,1
의/JKG 혐의/NNG,0,1,0,0
의/JKG 혐의/NNG 를/JKO,0,1,0,0
의/JKG 형제/NNG,0,0,0,1
의/JKG 형제/NNG 의/JKG,0,0,0,1
의/JKG 확대/NNG,0,0,0,1
의/JKG 확대/NNG 형/XSN,0,0,0,1
의/JKG 활기/NNG,0,0,0,1
의/JKG 회화/NNG,0,0,0,1
의/JKG 회화/NNG 적/XSN,0,0,0,1
의/JKG 흥행/NNG,0,0,0,2
의/JKG 흥행/NNG 기록/NNG,0,0,0,2
의/JKG 희박/XR,0,1,0,0
의/JKG 힘/NNG,0,0,0,1
의/JKG 힘/NNG 을/JKO,0,0,0,1
의견/NNG,0,0,0,2
의견/NNG 을/JKO,0,0,0,1
의견/NNG 을/JKO 모으/VV,0,0,0,1
의견/NNG 이/JKS,0,0,0,1
의견/NNG 이/JKS 나오/VV,0,0,0,1
의구심/NNG,0,1,0,0
의구심/NNG 도/JX,0,1,0,0
의구심/NNG 도/JX 지우/VV,0,1,0,0
의도/NNG,0,0,0,5
의도/NNG 가/JKS,0,0,0,1
의도/NNG 가/JKS 작용/NNG,0,0,0,1
의도/NNG 를/JKO,0,0,0,1
의도/NNG 를/JKO 더/MAG,0,0,0,1
의도/NNG 적/XSN,0,0,0,1
의도/NNG 적/XSN 으로/JKB,0,0,0,1
의무/NNG,0,0,0,1
의무/NNG 가/JKS,0,0,0,1
의무/NNG 가/JKS 있/VV,0,0,0,1
의문/NNG,0,0,0,1
의문/NNG 을/JKO,0,0,0,1
의문/NNG 을/JKO 갖/VV,0,0,0,1
의미/NNG,0,1,0,3
의미/NNG 가/JKS,0,0,0,1
의미/NNG 가/JKS 막대/XR,0,0,0,1
의미/NNG 에서/JKB,0,0,0,1
의미/NNG 있/VV,0,0,0,1
의미/NNG 있/VV 는/ETM,0,0,0,1
의미/NNG 하/XSA,0,1,0,0
의사/NNG,0,1,0,0
의사/NNG 를/JKO,0,1,0,0
의사/NNG 를/JKO 나타내/VV,0,1,0,0
의식/NNG,0,3,0,3
의식/NNG 장애/NNG,0,0,0,1
의식/NNG 장애/NNG 는/JX,0,0,0,1
의식/NNG 적/XSN,0,0,0,1
의식/NNG 적/XSN 흥취/NNG,0,0,0,1
의식/NNG 하/XSV,0,1,0,0
의식/NNG 하/XSV 고/EC,0,1,0,0
의심/NNG,0,1,0,0
의심/NNG 받/VV,0,1,0,0
의아/NNG,0,1,0,0
의아/NNG 스럽/XSA,0,1,0,0
의아/NNG 스럽/XSA 어/EC,0,1,0,0
의아/XR,0,1,0,0
의아/XR 하/XSA,0,1,0,0
의아/XR 하/XSA 아/EC,0,1,0,0
의외/NNG,0,0,0,1
의외/NNG 의/JKG,0,0,0,1
의외/NNG 의/JKG 한가/XR,0,0,0,1
의욕/NNG,0,1,0,1
의욕/NNG 저하/NNG,0,1,0,0
의존/NNG,0,0,0,1
의존/NNG 성/XSN,0,0,0,1
의지/NNG,0,2,0,3
의지/NNG 와/JC,0,1,0,0
의지/NNG 와/JC 정신/NNG,0,1,0,0
의지/NNG 퇴색/NNG,0,1,0,0
의지/NNG 하/XSV,0,0,0,1
의하/VV,0,1,0,0
의하/VV 아/EC,0,1,0,0
의하/VV 아/EC 언로/NNG,0,1,0,0
의학/NNG,0,1,0,0
의학/NNG 지식/NNG,0,1,0,0
의학/NNG 지식/NNG 이/JKS,0,1,0,0
의혹/NNG,0,3,0,1
의혹/NNG 을/JKO,0,3,0,0
의혹/NNG 을/JKO 사/VV,0,1,0,0
의혹/NNG 을/JKO 오히려/MAG,0,1,0,0
의혹/NNG 을/JKO 증폭/NNG,0,1,0,0
이*/JKS,0,0,0,1
이*/JKS 새/VV,0,0,0,1
이*/JKS 새/VV 도록/EC,0,0,0,1
이/JKC,0,5,1,18
이/JKC 되/VV,0,3,1,8
이/JKC 되/VV ㄴ/ETM,0,0,0,1
이/JKC 되/VV ㄴ다/EF,0,0,0,1
이/JKC 되/VV 는/ETM,0,0,0,1
이/JKC 되/VV ㅂ시다/EF,0,0,0,1
이/JKC 되/VV 어/EC,0,0,0,1
이/JKC 되/VV 지/EC,0,1,0,0
이/JKC 아니/VCN,0,2,0,9
이/JKC 아니/VCN ㄴ가/EC,0,0,0,1
이/JKC 아니/VCN 다/EF,0,0,0,1
이/JKC 아니/VCN ㄹ/ETM,0,1,0,0
이/JKC 아니/VCN 라/EC,0,1,0,4
이/JKC 안/MAG,0,0,0,1
이/JKC 안/MAG 되/VV,0,0,0,1
이/JKS,2,64,2,159
이/JKS 가/VV,0,0,0,1
이/JKS 가/VV 기/ETN,0,0,0,1
이/JKS 가장/MAG,0,1,0,0
이/JKS 가장/MAG 크/VA,0,1,0,0
이/JKS 가족/NNG,0,0,0,1
이/JKS 가족/NNG 하고*/JKB,0,0,0,1
이/JKS 각별/XR,0,0,0,1
이/JKS 각별/XR 하/XSA,0,0,0,1
이/JKS 갇히/VV,0,0,0,1
이/JKS 갇히/VV 어/EC,0,0,0,1
이/JKS 갑자기/MAG,0,0,0,1
이/JKS 갑자기/MAG 돌아오/VV,0,0,0,1
이/JKS 거세/VA,0,0,0,1
이/JKS 거의/MAG,0,0,0,1
이/JKS 거의/MAG 없/VA,0,0,0,1
이/JKS 걸리/VV,0,1,0,0
이/JKS 결여/NNG,0,1,0,0
이/JKS 결여/NNG 되/XSV,0,1,0,0
이/JKS 고르/VA,0,1,0,0
이/JKS 고르/VA 지/EC,0,1,0,0
이/JKS 고이/VV,0,1,0,0
이/JKS 고조/NNG,0,1,0,1
이/JKS 고조/NNG 되/XSV,0,1,0,1
이/JKS 곤란/NNG,0,0,0,1
이/JKS 곤란/NNG 하/XSA,0,0,0,1
이/JKS 골고루/MAG,0,0,0,1
이/JKS 골고루/MAG 녹/VV,0,0,0,1
이/JKS 공존/NNG,0,0,0,1
이/JKS 공존/NNG 의/JKG,0,0,0,1
이/JKS 공포/NNG,0,0,0,1
이/JKS 공포/NNG 와/JC,0,0,0,1
이/JKS 과중/XR,0,1,0,0
이/JKS 과중/XR 하/XSA,0,1,0,0
이/JKS 관람객/NNG,0,0,0,1
이/JKS 관람객/NNG 을/JKO,0,0,0,1
이/JKS 교포/NNG,0,0,0,1
이/JKS 교포/NNG 에/JKB,0,0,0,1
이/JKS 구별/NNG,0,0,0,1
이/JKS 구별/NNG 이/JKS,0,0,0,1
이/JKS 국기/NNG,0,0,0,1
이/JKS 국기/NNG 게양/NNG,0,0,0,1
이/JKS 그치/VV,0,0,0,1
이/JKS 그치/VV ㄹ/ETM,0,0,0,1
이/JKS 기쁘/VA,0,0,0,1
이/JKS 기쁘/VA 게/EC,0,0,0,1
이/JKS 깃들/VV,0,0,0,1
이/JKS 깔리/VV,0,0,0,1
이/JKS 끊/VV,0,1,0,0
이/JKS 끊/VV 어/EC,0,1,0,0
이/JKS 끊기/VV,0,1,0,0
이/JKS 나/NP,0,0,0,1
이/JKS 나/NP 의/JKG,0,0,0,1
이/JKS 나/VV,0,0,0,2
이/JKS 나/VV 기/ETN,0,0,0,1
이/JKS 나오/VV,0,0,0,6
이/JKS 나오/VV 면/EC,0,0,0,1
이/JKS 나오/VV 아야/EC,0,0,0,1
이/JKS 날카롭/VA,0,0,0,1
이/JKS 남발/NNG,0,1,0,0
이/JKS 남발/NNG 하/XSV,0,1,0,0
이/JKS 낮/VA,0,1,0,0
이/JKS 너무/MAG,0,0,0,1
이/JKS 너무/MAG 많/VA,0,0,0,1
이/JKS 넓/VA,0,0,0,1
이/JKS 넓/VA 어/EC,0,0,0,1
이/JKS 높/VA,0,4,0,7
이/JKS 높/VA 은/ETM,0,2,0,0
이/JKS 높/VA 지요/EF,0,0,0,1
이/JKS 늘어나/VV,0,0,0,1
이/JKS 다/MAG,0,0,0,3
이/JKS 다/MAG 과거/NNG,0,0,0,1
이/JKS 다/MAG 그렇*/VA,0,0,0,1
이/JKS 다/MAG 하/XSV,0,0,0,1
이/JKS 다시/MAG,0,0,0,1
이/JKS 다시/MAG 쓰/VV,0,0,0,1
이/JKS 다양/XR,0,0,0,1
이/JKS 다양/XR 하/XSA,0,0,0,1
이/JKS 달라지/VV,0,0,0,1
이/JKS 달라지/VV ㄹ/ETM,0,0,0,1
이/JKS 대여/NNG,0,0,0,1
이/JKS 대여/NNG 쪽/NNG,0,0,0,1
이/JKS 대표/NNG,0,0,0,1
이/JKS 대표/NNG 적/XSN,0,0,0,1
이/JKS 더/MAG,0,0,0,1
이/JKS 더/MAG 뜻/NNG,0,0,0,1
이/JKS 더욱/MAG,0,0,0,1
이/JKS 더욱/MAG 도드라지/VV,0,0,0,1
이/JKS 도움/NNG,0,0,0,1
이/JKS 도움/NNG 이/JKC,0,0,0,1
이/JKS 돋보이/VV,0,0,0,1
이/JKS 동/NNG,0,1,0,0
이/JKS 동/NNG 그렇/VA,0,1,0,0
이/JKS 두/MM,0,1,0,0
이/JKS 두/MM 배/NNG,0,1,0,0
이/JKS 두드러지/VA,0,0,0,1
이/JKS 뒤섞이/VV,1,0,0,0
이/JKS 뒤섞이/VV ㄴ/ETM,1,0,0,0
이/JKS 드물/VA,0,0,0,1
이/JKS 드물/VA 어서/EC,0,0,0,1
이/JKS 들/VV,0,1,0,3
이/JKS 들/VV 거나/EC,0,0,0,1
이/JKS 들어오/VV,0,0,0,1
이/JKS 들어오/VV 는/ETM,0,0,0,1
이/JKS 떨리/VV,1,0,0,0
이/JKS 뛰/VV,0,0,0,1
이/JKS 마비/NNG,0,0,0,1
이/JKS 마비/NNG 되/XSV,0,0,0,1
이/JKS 많/VA,0,1,0,3
이/JKS 많/VA 아요/EF,0,0,0,1
이/JKS 많이/MAG,0,1,0,2
이/JKS 많이/MAG 몰리/VV,0,0,0,1
이/JKS 많이/MAG 붙/VV,0,1,0,0
이/JKS 많이/MAG 생기/VV,0,0,0,1
이/JKS 매우/MAG,0,0,0,1
이/JKS 매우/MAG 적/VA,0,0,0,1
이/JKS 머리/NNG,0,0,0,1
이/JKS 머리/NNG 에/JKB,0,0,0,1
이/JKS 모으/VV,0,0,0,1
이/JKS 모으/VV 아/EC,0,0,0,1
이/JKS 모이/VV,0,0,0,1
이/JKS 모이/VV 어/EC,0,0,0,1
이/JKS 모자라/VV,0,1,0,0
이/JKS 모자라/VV 아/EC,0,1,0,0
이/JKS 무엇/NP,0,0,0,1
이/JKS 무엇/NP 을/JKO,0,0,0,1
이/JKS 물음표/NNG,0,1,0,0
이/JKS 물음표/NNG 없이/MAG,0,1,0,0
이/JKS 뭐/NP,0,0,0,3
이/JKS 뭐/NP 가/JKS,0,0,0,1
이/JKS 뭐/NP 대단/XR,0,0,0,1
이/JKS 뭐/NP 이/VCP,0,0,0,1
이/JKS 미국/NNP,0,0,0,1
이/JKS 미국/NNP 에서/JKB,0,0,0,1
이/JKS 배/VV,0,0,0,1
이/JKS 번식/NNG,0,0,0,1
이/JKS 번식/NNG 하/XSV,0,0,0,1
이/JKS 벌어지/VV,0,1,0,1
이/JKS 벌어지/VV ㄴ듯/EC,0,0,0,1
이/JKS 부각/NNG,0,1,0,0
이/JKS 부끄럽/VA,0,0,0,1
이/JKS 부끄럽/VA 지/EC,0,0,0,1
이/JKS 부르트/VV,0,0,0,1
이/JKS 부르트/VV 고/EC,0,0,0,1
이/JKS 부족/NNG,0,1,0,0
이/JKS 부족/NNG 하/XSA,0,1,0,0
이/JKS 불/VV,0,0,0,3
이/JKS 비슷/XR,0,0,0,1
이/JKS 비슷/XR 하/XSA,0,0,0,1
이/JKS 빠르/VA,0,0,0,1
이/JKS 사실/NNG,0,0,0,2
이/JKS 사실/NNG 이/VCP,0,0,0,2
이/JKS 상쾌/XR,0,0,0,1
이/JKS 상쾌/XR 하/XSA,0,0,0,1
이/JKS 새롭/VA,0,0,0,1
이/JKS 새롭/VA 게/EC,0,0,0,1
이/JKS 생겨나/VV,0,0,1,0
이/JKS 생기/VV,0,2,0,0
이/JKS 서로/MAG,0,1,0,0
이/JKS 서로/MAG 엇나가/VV,0,1,0,0
이/JKS 서울/NNP,0,0,0,1
이/JKS 서울/NNP 에/JKB,0,0,0,1
이/JKS 섬/NNG,0,0,0,1
이/JKS 섬/NNG 을/JKO,0,0,0,1
이/JKS 성공/NNG,0,0,0,1
이/JKS 성공/NNG 이/VCP,0,0,0,1
이/JKS 쉽/VA,0,0,0,1
이/JKS 쉽/VA 게/EC,0,0,0,1
이/JKS 시작/NNG,0,0,0,1
이/JKS 시작/NNG 되/XSV,0,0,0,1
이/JKS 시집/NNG,0,0,0,1
이/JKS 시집/NNG 갈피/NNG,0,0,0,1
이/JKS 쏟아지/VV,0,0,0,1
이/JKS 쏠리/VV,0,0,0,1
이/JKS 쏴아아/MAG,0,0,0,1
이/JKS 쏴아아/MAG 열리/VV,0,0,0,1
이/JKS 씁쓸/XR,0,1,0,0
이/JKS 씁쓸/XR 하/XSA,0,1,0,0
이/JKS 아이/NNG,0,0,0,1
이/JKS 아이/NNG 들/XSN,0,0,0,1
이/JKS 안/MAG,0,1,0,1
이/JKS 안/MAG 되/VV,0,0,0,1
이/JKS 안/MAG 되/XSV,0,1,0,0
이/JKS 알/VV,0,0,0,1
이/JKS 알/VV 게/EC,0,0,0,1
이/JKS 앞서/VV,0,1,0,0
이/JKS 약하/VA,0,1,0,0
이/JKS 얼마나/MAG,0,0,0,1
이/JKS 얼마나/MAG 어렵/VA,0,0,0,1
이/JKS 없/VA,0,13,1,5
이/JKS 없/VA 는/ETM,0,0,0,1
이/JKS 없/VA 답니다/EF,0,0,0,1
이/JKS 없/VA 어/EF,0,0,0,1
이/JKS 없/VA 지/EC,0,0,0,1
이/JKS 없이/MAG,0,0,0,1
이/JKS 여물/VA,0,0,0,1
이/JKS 여물/VA ㄴ/ETM,0,0,0,1
이/JKS 여지/NNG,0,1,0,0
이/JKS 여지/NNG 없이/MAG,0,1,0,0
이/JKS 오/VV,0,0,0,1
이/JKS 오/VV ㄹ/ETM,0,0,0,1
이/JKS 외국/NNG,0,1,0,0
이/JKS 외국/NNG 에/JKB,0,1,0,0
이/JKS 우리/NP,0,1,0,1
이/JKS 우리/NP 를/JKO,0,0,0,1
이/JKS 우리/NP 식탁/NNG,0,1,0,0
이/JKS 우선/NNG,0,1,0,0
이/JKS 우선/NNG 하/XSV,0,1,0,0
이/JKS 위기/NNG,0,0,0,1
이/JKS 위기/NNG 를/JKO,0,0,0,1
이/JKS 이/MM,0,0,0,1
이/JKS 이/MM 지역/NNG,0,0,0,1
이/JKS 이기/VV,0,0,0,1
이/JKS 이기/VV 었/EP,0,0,0,1
이/JKS 일/VV,0,1,0,1
이/JKS 일반/NNG,0,0,0,1
이/JKS 일반/NNG 화/XSN,0,0,0,1
이/JKS 일어나/VV,0,0,0,1
이/JKS 일어나/VV ㄹ/ETM,0,0,0,1
이/JKS 있/VA,0,0,0,1
이/JKS 있/VV,0,6,0,7
이/JKS 있/VV 는/ETM,0,0,0,1
이/JKS 있/VV 다/EF,0,0,0,1
이/JKS 있/VV 다면/EC,0,0,0,1
이/JKS 적/VA,0,2,0,2
이/JKS 적/VA 지/EC,0,1,0,1
이/JKS 전국/NNG,0,0,0,1
이/JKS 전국/NNG 적/XSN,0,0,0,1
이/JKS 전시장/NNG,0,0,0,1
이/JKS 전시장/NNG 으로/JKB,0,0,0,1
이/JKS 점점/MAG,0,0,0,1
이/JKS 점점/MAG 깊/VA,0,0,0,1
이/JKS 접근/NNG,0,0,0,1
이/JKS 접근/NNG 하/XSV,0,0,0,1
이/JKS 제대로/MAG,0,0,0,1
이/JKS 제대로/MAG 보이/VV,0,0,0,1
이/JKS 제시/NNG,0,0,0,1
이/JKS 제시/NNG 되/XSV,0,0,0,1
이/JKS 제아무리/MAG,0,0,0,1
이/JKS 제아무리/MAG 높/VA,0,0,0,1
이/JKS 조성/NNG,0,1,0,0
이/JKS 조성/NNG 되/XSV,0,1,0,0
이/JKS 존재/NNG,0,0,0,1
이/JKS 존재/NNG 하/XSV,0,0,0,1
이/JKS 좋/VA,0,0,0,2
이/JKS 좋/VA 아/EC,0,0,0,1
이/JKS 좋/VA 았/EP,0,0,0,1
이/JKS 주로/MAG,0,0,0,1
이/JKS 주로/MAG 호소/NNG,0,0,0,1
이/JKS 지/VV,0,1,0,0
이/JKS 지나치/VA,0,0,0,1
이/JKS 지나치/VA 게/EC,0,0,0,1
이/JKS 찾아오/VV,0,0,0,1
이/JKS 처음/NNG,0,1,0,0
이/JKS 처음/NNG 은/JX,0,1,0,0
이/JKS 충실/NNG,0,0,0,1
이/JKS 충실/NNG 하/XSA,0,0,0,1
이/JKS 치열/NNG,0,0,0,1
이/JKS 치열/NNG 하/XSA,0,0,0,1
이/JKS 크/VA,0,0,0,1
이/JKS 크/VA 게/EC,0,0,0,1
이/JKS 텍스트/NNG,0,0,0,1
이/JKS 텍스트/NNG 가/JKC,0,0,0,1
이/JKS 통하/VV,0,1,0,0
이/JKS 통하/VV 지/EC,0,1,0,0
이/JKS 팔리/VV,0,0,0,1
이/JKS 편중/NNG,0,0,0,1
이/JKS 편중/NNG 되/XSV,0,0,0,1
이/JKS 필요/NNG,0,0,0,3
이/JKS 필요/NNG 없/VA,0,0,0,2
이/JKS 필요/NNG 하/XSA,0,0,0,1
이/JKS 하/VV,0,0,0,1
이/JKS 하/VV ㄹ/ETM,0,0,0,1
이/JKS 한/MM,0,0,0,1
이/JKS 한/MM 번/NNB,0,0,0,1
이/JKS 함께/MAG,0,0,0,1
이/JKS 함께/MAG 하/VV,0,0,0,1
이/JKS 항생/NNG,0,0,0,1
이/JKS 항생/NNG 물질/NNG,0,0,0,1
이/JKS 해외/NNG,0,0,0,1
이/JKS 해외/NNG 로/JKB,0,0,0,1
이/JKS 해이/NNG,0,1,0,0
이/JKS 해이/NNG 되/XSV,0,1,0,0
이/JKS 허물/VV,0,0,0,1
이/JKS 허물/VV 어/EC,0,0,0,1
이/JKS 환하/VA,0,0,0,1
이/JKS 환하/VA 아/EC,0,0,0,1
이/JKS 흉내/NNG,0,1,0,0
이/JKS 흉내/NNG 내/VV,0,1,0,0
이/JKS 흐르/VV,0,0,0,3
이/JKS 흐르/VV ㄴ/ETM,0,0,0,2
이/JKS 흐르/VV ㄴ다/EF,0,0,0,1
이/JKS 힘들/VA,0,0,0,1
이/JKS 힘들/VA ㄹ/ETM,0,0,0,1
이/MM,0,2,0,9
이/MM 결단/NNG,0,1,0,0
이/MM 결단/NNG 을/JKO,0,1,0,0
이/MM 말/NNG,0,1,0,0
이/MM 말/NNG 도/JX,0,1,0,0
이/MM 밖/NNG,0,0,0,1
이/MM 밖/NNG 에/JKB,0,0,0,1
이/MM 상쾌/XR,0,0,0,1
이/MM 상쾌/XR 하/XSA,0,0,0,1
이/MM 세상/NNG,0,0,0,1
이/MM 세상/NNG 에/JKB,0,0,0,1
이/MM 시집/NNG,0,0,0,1
이/MM 시집/NNG 을/JKO,0,0,0,1
이/MM 음악/NNG,0,0,0,1
이/MM 음악/NNG 은/JX,0,0,0,1
이/MM 지구/NNG,0,0,0,1
이/MM 지구/NNG 를/JKO,0,0,0,1
이/MM 지역/NNG,0,0,0,1
이/MM 지역/NNG 호텔/NNG,0,0,0,1
이/MM 집/NNG,0,0,0,1
이/MM 집/NNG 은/JX,0,0,0,1
이/MM 행사/NNG,0,0,0,1
이/MM 행사/NNG 를/JKO,0,0,0,1
이/NP,0,1,0,5
이/NP 같/VA,0,1,0,0
이/NP 같/VA 은/ETM,0,1,0,0
이/NP 들/XSN,0,0,0,1
이/NP 들/XSN 기능/NNG,0,0,0,1
이/NP 를/JKO,0,0,0,2
이/NP 를/JKO 국민/NNG,0,0,0,1
이/NP 를/JKO 피하/VV,0,0,0,1
이/NP 에/JKB,0,0,0,1
이/NP 에/JKB 따르/VV,0,0,0,1
이/NP 와/JKB,0,0,0,1
이/NP 와/JKB 아울러/MAG,0,0,0,1
이/VCP,4,50,10,242
이/VCP 거나/EC,0,0,0,1
이/VCP 거나/EC 가족/NNG,0,0,0,1
이/VCP 겠/EP,0,0,0,1
이/VCP 겠/EP 느냐고/EC,0,0,0,1
이/VCP 고/EC,0,0,0,6
이/VCP 고/EC 예술/NNG,0,0,0,1
이/VCP 고/EC 존재/NNG,0,0,0,1
이/VCP 기/ETN,0,0,0,1
이/VCP 기/ETN 도/JX,0,0,0,1
이/VCP ㄴ/ETM,0,5,3,18
이/VCP ㄴ/ETM 것/NNB,0,0,0,3
이/VCP ㄴ/ETM 관계/NNG,0,1,0,0
이/VCP ㄴ/ETM 내/NP,0,0,2,0
이/VCP ㄴ/ETM 논쟁점/NNG,0,0,0,1
이/VCP ㄴ/ETM 면/NNG,0,0,0,1
이/VCP ㄴ/ETM 배창호/NNP,0,0,0,1
이/VCP ㄴ/ETM 복수/NNG,0,1,0,0
이/VCP ㄴ/ETM 사랑/NNG,0,0,0,1
이/VCP ㄴ/ETM 선진국/NNG,0,0,0,1
이/VCP ㄴ/ETM 성과물/NNG,0,0,0,1
이/VCP ㄴ/ETM 셈/NNB,0,0,1,1
이/VCP ㄴ/ETM 영감/NNG,0,0,0,1
이/VCP ㄴ/ETM 우리/NP,0,0,0,1
이/VCP ㄴ/ETM 인기/NNG,0,0,0,2
이/VCP ㄴ/ETM 정책/NNG,0,1,0,0
이/VCP ㄴ/ETM 줄/NNB,0,0,0,1
이/VCP ㄴ/ETM 처지/NNG,0,1,0,0
이/VCP ㄴ/ETM 키히카/NNP,0,1,0,0
이/VCP ㄴ/ETM 태도/NNG,0,0,0,1
이/VCP ㄴ/ETM 특징/NNG,0,0,0,1
이/VCP ㄴ/ETM 풍물/NNG,0,0,0,1
이/VCP ㄴ가/EC,0,0,0,1
이/VCP ㄴ가/EF,0,1,0,4
이/VCP ㄴ데/EF,0,0,0,1
이/VCP ㄴ들/EC,0,0,0,1
이/VCP ㄴ들/EC 뚫/VV,0,0,0,1
이/VCP ㄴ지/EC,0,0,1,4
이/VCP ㄴ지/EC 도/JX,0,0,0,1
이/VCP ㄴ지/EC 알/VV,0,0,0,1
이/VCP ㄴ지/EC 이해/NNG,0,0,0,1
이/VCP 냐/EF,0,0,0,1
이/VCP 다/EC,0,1,0,0
이/VCP 다/EF,0,0,0,21
이/VCP 든/EC,0,0,0,1
이/VCP 든지/EC,0,1,0,1
이/VCP 든지/EC 자유/NNG,0,0,0,1
이/VCP 든지/EC 현실/NNG,0,1,0,0
이/VCP ㄹ/ETM,0,0,0,3
이/VCP ㄹ/ETM 것/NNB,0,0,0,1
이/VCP ㄹ/ETM 뿐/NNB,0,0,0,2
이/VCP ㄹ까/EF,0,0,0,1
이/VCP 라고/EC,0,0,0,3
이/VCP 라고/EC 단정/NNG,0,0,0,1
이/VCP 라고/EC 생각/NNG,0,0,0,1
이/VCP 라고/EC 하/VV,0,0,0,1
이/VCP 라는/ETM,0,1,0,3
이/VCP 라는/ETM 말/NNG,0,1,0,0
이/VCP 라는/ETM 생각/NNG,0,0,0,1
이/VCP 라는/ETM 식/NNB,0,0,0,1
이/VCP 라는/ETM 이상/NNG,0,0,0,1
이/VCP 라도/EC,0,0,0,2
이/VCP 라도/EC 어리광/NNG,0,0,0,1
이/VCP 라면/EC,0,0,0,1
이/VCP 라면/EC 쉽/VA,0,0,0,1
이/VCP ㅁ/ETN,0,0,0,1
이/VCP ㅁ/ETN 은/JX,0,0,0,1
이/VCP 며/EC,0,1,0,2
이/VCP 며/EC 거울/NNG,0,0,0,1
이/VCP 며/EC 주전자/NNG,0,0,0,1
이/VCP 며/EC 희생자/NNG,0,1,0,0
이/VCP 면서/EC,0,0,0,2
이/VCP 면서/EC 도/JX,0,0,0,1
이/VCP 면서/EC 만화/NNG,0,0,0,1
이/VCP ㅂ니다/EF,0,0,0,6
이/VCP 야/EF,0,0,0,3
이/VCP 어야/EC,0,0,0,1
이/VCP 어야/EC 하/VX,0,0,0,1
이/VCP 었/EP,0,0,0,6
이/VCP 었/EP 고/EC,0,0,0,1
이/VCP 었/EP 다/EF,0,0,0,2
이/VCP 었/EP 던/ETM,0,0,0,1
이/VCP 었/EP 습니다/EF,0,0,0,1
이/VCP 자/EC,0,1,0,0
이/VCP 자/EC 도전/NNG,0,1,0,0
이/VCP 지요/EF,0,0,0,1
이거/NP,0,0,0,1
이거/NP 그리/VV,0,0,0,1
이거/NP 그리/VV 어/EF,0,0,0,1
이것/NP,0,0,0,1
이것/NP 도/JX,0,0,0,1
이것/NP 도/JX 저것/NP,0,0,0,1
이견/NNG,0,1,0,0
이견/NNG 이/JKS,0,1,0,0
이견/NNG 이/JKS 있/VV,0,1,0,0
이권/NNG,0,1,0,0
이권/NNG 개입/NNG,0,1,0,0
이글거리/VV,0,0,1,0
이기/NNG,0,3,0,0
이기/NNG 가/JKS,0,1,0,0
이기/NNG 가/JKS 극대/NNG,0,1,0,0
이기/NNG 적/XSN,0,2,0,0
이기/NNG 적/XSN 이/VCP,0,2,0,0
이기/VV,0,0,0,1
이기/VV 었/EP,0,0,0,1
이기/VV 었/EP 구나/EC,0,0,0,1
이끌/VV,0,0,0,2
이끌/VV 어/EC,0,0,0,1
이끌/VV 어/EC 가/VX,0,0,0,1
이나/JC,0,0,0,2
이나/JC 생각/NNG,0,0,0,1
이나/JC 생각/NNG 을/JKO,0,0,0,1
이나/JC 이빨/NNG,0,0,0,1
이나/JC 이빨/NNG 에/JKB,0,0,0,1
이나/JX,0,2,0,3
이나/JX 되/VV,0,1,0,0
이나/JX 지나/VV,0,0,0,1
이나/JX 지나/VV 았/EP,0,0,0,1
이념/NNG,0,0,0,1
이념/NNG 적/XSN,0,0,0,1
이념/NNG 적/XSN 공백/NNG,0,0,0,1
이라고/JKQ,0,0,0,4
이라고/JKQ 단언/NNG,0,0,0,1
이라고/JKQ 단언/NNG 하/XSV,0,0,0,1
이라고/JKQ 밝히/VV,0,0,0,1
이라고/JKQ 지적/NNG,0,0,0,1
이라고/JKQ 지적/NNG 하/XSV,0,0,0,1
이라고/JKQ 해명/NNG,0,0,0,1
이라고/JKQ 해명/NNG 하/XSV,0,0,0,1
이러/XR,0,0,0,1
이러/XR 하/XSA,0,0,0,1
이러/XR 하/XSA ㄴ/ETM,0,0,0,1
이런/MM,0,0,0,3
이런/MM 깨우치/VV,0,0,0,1
이런/MM 깨우치/VV ㅁ/ETN,0,0,0,1
이런/MM 깨치/VV,0,0,0,1
이런/MM 깨치/VV ㅁ/ETN,0,0,0,1
이런/MM 성향/NNG,0,0,0,1
